counter,name,function_name,real_parameter,typical_parameter,returns_value,file_name,start_row,start_column,end_row,end_column,
233,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/widgets/SynchronizedInputs.js,1,0,40,5,
234,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/widgets/Tabs.js,1,0,57,5,
235,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/widgets/Wizard.js,1,0,107,5,
236,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/worker/framecolors/FrameColors.js,1,0,33,5,
237,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/worker/framecolors/FrameColorsWorker.js,1,0,82,5,
238,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/worker/hash/Hash.js,1,0,32,5,
239,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/worker/hash/HashWorker.js,1,0,34,5,
240,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/worker/imageprocessor/ImageProcessor.js,1,0,36,5,
241,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/js/worker/imageprocessor/ImageProcessorWorker.js,1,0,97,5,
242,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/src/piskel-boot.js,1,0,98,5,
243,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/test/casperjs/DrawingTest.js,1,0,43,5,
244,-,UNNAMED,0,0,false,./src/init/resources/piskel-master/test/js/testutils/TestUtils.js,1,0,80,5,
